2004    Ford    Ikon [2003-2009]    1.3 LXi NXt    29
2004    Ford    Ikon [2003-2009]    1.6 EXi NXt    1091
2004    Ford    Ikon [2003-2009]    1.6 SXi NXt    899
2004    Ford    Ikon [2003-2009]    1.6 ZXi NXt    902
2004    Ford    Ikon [2003-2009]    1.8 EXi NXt    1092
2004    Ford    Ikon [2003-2009]    1.8 SXi NXt    904
2004    Ford    Ikon [2003-2009]    1.8 ZXi NXt    678
2006    Ford    Endeavour [2003-2007]    XLT 4X2    416
2006    Ford    Endeavour [2003-2007]    XLT 4X4    417
2007    Audi    A4 [2006-2008]    1.8 T Multitronic    1013
2007    Audi    A4 [2006-2008]    2.0 TDI Multitronic    1012
2006    Chevrolet    Aveo U-VA [2006-2012]    1.2    1097
2006    Chevrolet    Aveo U-VA [2006-2012]    LS 1.2    1098
2006    Chevrolet    Aveo U-VA [2006-2012]    LT 1.2 ABS    1100
2006    Chevrolet    Aveo U-VA [2006-2012]    LT 1.2 ABS & Airbag    1099
2006    Fiat    Adventure    Sport 1.6    615
2005    Ford    Endeavour [2003-2007]    XLT 4X2    416
2005    Ford    Endeavour [2003-2007]    XLT 4X4    417
2005    Fiat    Palio D [2003-2007]    EL 1.9 PS    406
2005    Fiat    Palio D [2003-2007]    ELX 1.9    407
2004    Fiat    Palio NV [2005-2007]    1.2 EL    617
2004    Fiat    Palio NV [2005-2007]    1.2 EL PS    618
2004    Fiat    Palio NV [2005-2007]    1.2 ELX    619
2004    Fiat    Palio NV [2005-2007]    1.2 Sport    620
2006    Audi    TT [2007-2012]    3.2 Coupe quattro    592
2005    Chevrolet    Optra [2005-2007]    Elite 1.6    842
2005    Chevrolet    Optra [2005-2007]    LS Elite 1.6    843
2005    Chevrolet    Optra [2005-2007]    LT Royale 1.6    587
2005    Chevrolet    Optra [2005-2007]    Max 1.8    846
2004    Honda    City [2003-2005]    1.5 EXi New    207
2004    Honda    City [2003-2005]    1.5 GXi    42
2004    Honda    City [2003-2005]    1.5 Gxi CVT    251
2009    Audi    A4 [2006-2008]    1.8 T Multitronic    1013
2009    Audi    A4 [2006-2008]    2.0 TDI Multitronic    1012
2004    Hyundai    Accent [1999-2003]    GLS    484
2004    Hyundai    Accent [1999-2003]    GLX    50
2004    Hyundai    Accent [1999-2003]    GTX - Tornado    51
2004    Hyundai    Accent [1999-2003]    GVS    52
2008    Audi    A4 [2006-2008]    1.8 T Multitronic    1013
2008    Audi    A4 [2006-2008]    2.0 TDI Multitronic    1012
2004    Ford    Mondeo    Duratec HE    927
2004    Ford    Mondeo    Duratorq DI    926
2006    Ford    Endeavour [2007-2009]    XLT TDCi 4x2 Ltd    1209
2006    Ford    Endeavour [2007-2009]    XLT TDCi 4x4    1208
2007    BMW    3 Series [2007-2009]    320d Sedan    748
2007    BMW    3 Series [2007-2009]    320i Sedan    747
2007    BMW    3 Series [2007-2009]    325i Sedan    750
2005    Ford    Fiesta [2005-2008]    EXi 1.4    580
2005    Ford    Fiesta [2005-2008]    SXi 1.6    582
2005    Ford    Fiesta [2005-2008]    SXi 1.6 ABS    584
2005    Ford    Fiesta [2005-2008]    ZXi 1.4 TDCi    581
2005    Ford    Fiesta [2005-2008]    ZXi 1.4 TDCi ABS    583
2005    Ford    Fiesta [2005-2008]    ZXi 1.6    579
2005    Ford    Fiesta [2005-2008]    ZXi 1.6 ABS    585
2006    Chevrolet    Forester [2004-2007]    AWD    2
2006    Fiat    Palio D [2003-2007]    EL 1.9 PS    406
2006    Fiat    Palio D [2003-2007]    ELX 1.9    407
2005    Fiat    Palio NV [2005-2007]    1.2 EL    617
2005    Fiat    Palio NV [2005-2007]    1.2 EL PS    618
2005    Fiat    Palio NV [2005-2007]    1.2 ELX    619
2005    Fiat    Palio NV [2005-2007]    1.2 Sport    620
2005    Fiat    Palio NV [2005-2007]    1.6 Sport    616
2004    Fiat    Petra    EL 1.2    409
2004    Fiat    Petra    EL 1.6 PS    623
2004    Fiat    Petra    ELX 1.2 PS    412
2004    Fiat    Petra    ELX 1.6 PS    624
2005    Chevrolet    Tavera    B1 10-Seater - BS II    857
2005    Chevrolet    Tavera    B1 10-Seater - BS III    8
2005    Chevrolet    Tavera    B1 7-Seater - BS II    858
2005    Chevrolet    Tavera    B1 7-Seater - BS III    7
2005    Chevrolet    Tavera    B2 8-Seater - BS II    859
2005    Chevrolet    Tavera    B2 8-Seater - BS III    451
2005    Chevrolet    Tavera    Elite LS - B3 10-Seater - BS II    862
2005    Chevrolet    Tavera    Elite LS - B3 10-Seater - BS III    453
2005    Chevrolet    Tavera    Elite LS - B3 7-Seater - BS II    863
2005    Chevrolet    Tavera    Elite LS - B3 7-Seater - BS III    452
2005    Chevrolet    Tavera    Elite LT - L1 7-Seater - BS II    866
2005    Chevrolet    Tavera    Elite LT - L1 7-Seater - BS III    454
2005    Chevrolet    Tavera    Elite LT - L1 9-Seater - BS II    869
2005    Chevrolet    Tavera    Elite LT - L1 9-Seater - BS III    455
2005    Chevrolet    Tavera    Elite LT - L2 - BS II    872
2005    Chevrolet    Tavera    Elite LT - L2 - BS III    456
2005    Chevrolet    Tavera    Elite SS - D1 - BS II    875
2005    Chevrolet    Tavera    Elite SS - D1 - BS III    457
2005    Chevrolet    Tavera    LS - B3 10-Seater - BS II    861
2005    Chevrolet    Tavera    LS - B3 10-Seater - BS III    860
2005    Chevrolet    Tavera    LS - B3 7-Seater - BS II    864
2005    Chevrolet    Tavera    LS - B3 7-Seater - BS III    865
2005    Chevrolet    Tavera    LT - L1 7-Seater - BS II    867
2005    Chevrolet    Tavera    LT - L1 7-Seater - BS III    868
2005    Chevrolet    Tavera    LT - L1 9-Seater - BS II    870
2005    Chevrolet    Tavera    LT - L1 9-Seater - BS III    871
2005    Chevrolet    Tavera    LT - L2 - BS II    873
2005    Chevrolet    Tavera    LT - L2 - BS III    874
2005    Chevrolet    Tavera    SS - D1 - BS II    876
2005    Chevrolet    Tavera    SS - D1 - BS III    877
2004    Honda    CR-V [2004-2007]    2.0 AT    46
2004    Honda    CR-V [2004-2007]    2.4 AT    252
2004    Honda    CR-V [2004-2007]    2.4 MT    253
2008    BMW    3 Series [2007-2009]    320d Sedan    748
2008    BMW    3 Series [2007-2009]    320i Sedan    747
2008    BMW    3 Series [2007-2009]    325i Sedan    750
2009    Audi    A4 [2008-2013]    2.0 TFSI    1572
2009    Audi    A4 [2008-2013]    3.2 FSI quattro    1403
2008    Chevrolet    Aveo [2006-2009]    1.4    708
2008    Chevrolet    Aveo [2006-2009]    E 1.4    1191
2008    Chevrolet    Aveo [2006-2009]    LS 1.4    709
2008    Chevrolet    Aveo [2006-2009]    LS 1.4 Ltd    1373
2008    Chevrolet    Aveo [2006-2009]    LT 1.6    710
2008    Chevrolet    Aveo [2006-2009]    LT 1.6 Opt    711
2004    Hyundai    Accent [2003-2009]    CRDi    47
2004    Hyundai    Accent [2003-2009]    GLE    239
2004    Hyundai    Accent [2003-2009]    GLS 1.6    238
2004    Hyundai    Accent [2003-2009]    GLS 1.6 ABS    48
2004    Land Rover    Discovery 3    TDV6 Diesel Automatic    1586
2007    Chevrolet    Aveo [2006-2009]    1.4    708
2007    Chevrolet    Aveo [2006-2009]    LS 1.4    709
2007    Chevrolet    Aveo [2006-2009]    LS 1.4 Ltd    1373
2007    Chevrolet    Aveo [2006-2009]    LT 1.6    710
2007    Chevrolet    Aveo [2006-2009]    LT 1.6 Opt    711
2008    Audi    A6 [2005-2009]    2.8 FSI    1228
2008    Audi    A6 [2005-2009]    3.0 TDI quattro    1226
2008    Audi    A6 [2005-2009]    3.0 TFSI quattro    1573
2008    Audi    A6 [2005-2009]    3.2 FSI quattro    1225
2006    Ford    Fiesta [2005-2008]    EXi 1.4    580
2006    Ford    Fiesta [2005-2008]    EXi 1.4 Durasport    1063
2006    Ford    Fiesta [2005-2008]    EXi 1.4 TDCi    1060
2006    Ford    Fiesta [2005-2008]    SXi 1.4 TDCi    1061
2006    Ford    Fiesta [2005-2008]    SXi 1.4 TDCi ABS    1062
2006    Ford    Fiesta [2005-2008]    SXi 1.6    582
2006    Ford    Fiesta [2005-2008]    SXi 1.6 ABS    584
2006    Ford    Fiesta [2005-2008]    ZXi 1.4 TDCi    581
2006    Ford    Fiesta [2005-2008]    ZXi 1.4 TDCi ABS    583
2006    Ford    Fiesta [2005-2008]    ZXi 1.6    579
2006    Ford    Fiesta [2005-2008]    ZXi 1.6 ABS    585
2006    Ford    Fiesta [2005-2008]    ZXi 1.6 Durasport    1064
2006    Ford    Fiesta [2005-2008]    ZXi 1.6 Durasport ABS    1065
2004    Mahindra    Bolero [2000-2007]    Camper    840
2004    Mahindra    Bolero [2000-2007]    DI AC BS III    3416
2004    Mahindra    Bolero [2000-2007]    GLX    214
2004    Mahindra    Bolero [2000-2007]    Invader DI    839
2004    Mahindra    Bolero [2000-2007]    Invader GLX    836
2004    Mahindra    Bolero [2000-2007]    LX    940
2004    Mahindra    Bolero [2000-2007]    Plus BS IV    3417
2004    Mahindra    Bolero [2000-2007]    Sportz    834
2004    Mahindra    Bolero [2000-2007]    Std    69
2004    Mahindra    Bolero [2000-2007]    XL 10 Str Non-AC    692
2004    Mahindra    Bolero [2000-2007]    XL 7 Str    690
2004    Mahindra    Bolero [2000-2007]    XL 7 Str Non-AC    693
2004    Mahindra    Bolero [2000-2007]    XL 9 Str    689
2004    Mahindra    Bolero [2000-2007]    XL 9 Str Non-AC    694
2004    Mahindra    Bolero [2000-2007]    XL10 Str    691
2004    Mahindra    Bolero [2000-2007]    XLS 10 Str    835
2004    Mahindra    Bolero [2000-2007]    XLS 7 Str    578
2007    Audi    A6 [2005-2009]    3.0 I Multitronic    503
2007    Audi    A6 [2005-2009]    3.0 TDI quattro    1226
2007    Audi    A6 [2005-2009]    3.0 TFSI quattro    1573
2007    Audi    A6 [2005-2009]    3.2 FSI quattro    1225
2007    BMW    5 Series [2007-2010]    520d Sedan    1392
2007    BMW    5 Series [2007-2010]    523i Sedan    496
2007    BMW    5 Series [2007-2010]    525d Sedan    777
2007    BMW    5 Series [2007-2010]    525i Sedan    773
2007    BMW    5 Series [2007-2010]    530i Sedan    494
2005    Ford    Fusion [2004-2006]    +    413
2005    Ford    Fusion [2004-2006]    + ABS    419
2005    Ford    Fusion [2004-2006]    1.6 Petrol    27
2006    Chevrolet    Optra [2003-2005]    1.6    3
2006    Chevrolet    Optra [2003-2005]    1.8    844
2006    Chevrolet    Optra [2003-2005]    LS 1.6    4
2006    Chevrolet    Optra [2003-2005]    LS AT 1.8    845
2006    Chevrolet    Optra [2003-2005]    LT 1.8    5
2006    Chevrolet    Optra [2003-2005]    LT AT 1.8    421
2006    Fiat    Palio NV [2005-2007]    1.2 EL    617
2006    Fiat    Palio NV [2005-2007]    1.2 EL PS    618
2006    Fiat    Palio NV [2005-2007]    1.2 ELX    619
2006    Fiat    Palio NV [2005-2007]    1.2 Sport    620
2006    Fiat    Palio NV [2005-2007]    1.6 Sport    616
2005    Fiat    Petra    EL 1.2    409
2005    Fiat    Petra    EL 1.6 PS    623
2005    Fiat    Petra    ELX 1.2 PS    412
2005    Fiat    Petra    ELX 1.6 PS    624
2004    Fiat    Petra D    EL 1.9 PS    621
2004    Fiat    Petra D    ELX 1.9 PS    622
2009    BMW    3 Series [2007-2009]    320d Sedan    748
2009    BMW    3 Series [2007-2009]    320i Sedan    747
2009    BMW    3 Series [2007-2009]    325i Sedan    750
2008    BMW    5 Series [2007-2010]    520d Sedan    1392
2008    BMW    5 Series [2007-2010]    523i Sedan    496
2008    BMW    5 Series [2007-2010]    525d Sedan    777
2008    BMW    5 Series [2007-2010]    525i Sedan    773
2008    BMW    5 Series [2007-2010]    530i Sedan    494
2010    Audi    A4 [2006-2008]    2.0 TDI Multitronic    1012
2008    Chevrolet    Aveo U-VA [2006-2012]    1.2    1097
2008    Chevrolet    Aveo U-VA [2006-2012]    LS 1.2    1098
2008    Chevrolet    Aveo U-VA [2006-2012]    LT 1.2    1402
2008    Chevrolet    Aveo U-VA [2006-2012]    LT 1.2 ABS    1100
2008    Chevrolet    Aveo U-VA [2006-2012]    LT 1.2 ABS & Airbag    1099
2007    Fiat    Adventure    Sport 1.6    615
2004    Hyundai    Accent Viva [2001-2007]    ABS    53
2004    Hyundai    Accent Viva [2001-2007]    Base    240
2004    Hyundai    Accent Viva [2001-2007]    CRDi    237
2009    Audi    A6 [2005-2009]    2.8 FSI    1228
2009    Audi    A6 [2005-2009]    3.0 TDI quattro    1226
2009    Audi    A6 [2005-2009]    3.0 TFSI quattro    1573
2009    Audi    A6 [2005-2009]    3.2 FSI quattro    1225
2007    Chevrolet    Aveo U-VA [2006-2012]    1.2    1097
2007    Chevrolet    Aveo U-VA [2006-2012]    LS 1.2    1098
2007    Chevrolet    Aveo U-VA [2006-2012]    LT 1.2    1402
2007    Chevrolet    Aveo U-VA [2006-2012]    LT 1.2 ABS    1100
2007    Chevrolet    Aveo U-VA [2006-2012]    LT 1.2 ABS & Airbag    1099
2006    Ford    Fusion [2004-2006]    +    413
2006    Ford    Fusion [2004-2006]    + ABS    419
2006    Ford    Fusion [2004-2006]    1.6 Petrol    27
2007    Audi    A8 L [2004-2011]    3.0 TDI quattro    3610
2007    Audi    A8 L [2004-2011]    4.2 FSI quattro    3615
2007    Audi    A8 L [2004-2011]    6.0 W12 quattro    1229
2004    Mahindra    Scorpio [2002-2006]    2.6    293
2004    Mahindra    Scorpio [2002-2006]    2.6 DX    294
2004    Mahindra    Scorpio [2002-2006]    2.6 GLX    295
2004    Mahindra    Scorpio [2002-2006]    2.6 SLX    296
2004    Mahindra    Scorpio [2002-2006]    REV 116    297
2007    BMW    7 Series [2008-2013]    730Ld Sedan    798
2007    BMW    7 Series [2008-2013]    740Li Sedan    793
2007    BMW    7 Series [2008-2013]    750Li Sedan    795
2006    Hyundai    Accent [2003-2009]    CRDi    47
2006    Hyundai    Accent [2003-2009]    GLE    239
2006    Hyundai    Accent [2003-2009]    GLS 1.6    238
2006    Hyundai    Accent [2003-2009]    GLS 1.6 ABS    48
2005    Ford    Ikon [2003-2009]    1.3 Flair    414
2005    Ford    Ikon [2003-2009]    1.3 Flair Josh100    476
2005    Ford    Ikon [2003-2009]    1.3 LXi NXt    29
2005    Ford    Ikon [2003-2009]    1.6 EXi Josh100    900
2005    Ford    Ikon [2003-2009]    1.6 EXi NXt    1091
2005    Ford    Ikon [2003-2009]    1.6 ZXi Josh100    478
2005    Ford    Ikon [2003-2009]    1.6 ZXi NXt    902
2005    Ford    Ikon [2003-2009]    1.8 EXi NXt    1092
2005    Ford    Ikon [2003-2009]    1.8 ZXi NXt    678
2006    Chevrolet    Optra [2005-2007]    Elite 1.6    842
2006    Chevrolet    Optra [2005-2007]    LS Elite 1.6    843
2006    Chevrolet    Optra [2005-2007]    LT Royale 1.6    587
2005    Fiat    Petra D    EL 1.9 PS    621
2005    Fiat    Petra D    ELX 1.9 PS    622
2006    Fiat    Petra    EL 1.6 PS    623
2006    Fiat    Petra    ELX 1.6 PS    624
2004    Fiat    Siena    EL 1.6    210
2004    Fiat    Siena    EL 1.7 PS    3605
2004    Fiat    Siena    ELX 1.6    464
2004    Fiat    Siena    ELX 1.7 PS    3606
2004    Fiat    Siena    EX 1.2    463
2004    Fiat    Siena    Maestro 1.6    465
2004    Fiat    Siena    Maestro 1.6 SP    466
2009    BMW    3 Series [2009-2010]    320d    3386
2009    BMW    3 Series [2009-2010]    320d Highline Sedan    1398
2009    BMW    3 Series [2009-2010]    320i    3387
2009    BMW    3 Series [2009-2010]    325i    3388
2009    Chevrolet    Aveo [2006-2009]    1.4    708
2009    Chevrolet    Aveo [2006-2009]    E 1.4    1191
2009    Chevrolet    Aveo [2006-2009]    LS 1.4    709
2009    Chevrolet    Aveo [2006-2009]    LS 1.4 Ltd    1373
2009    Chevrolet    Aveo [2006-2009]    LT 1.6    710
2009    Chevrolet    Aveo [2006-2009]    LT 1.6 Opt    711
2008    Audi    A6 [2009-2011]    2.7 TDI    1227
2008    BMW    5 Series [2010-2013]    530d Highline Sedan    1393
2010    BMW    3 Series [2009-2010]    320d    3386
2010    BMW    3 Series [2009-2010]    320d Highline Sedan    1398
2010    BMW    3 Series [2009-2010]    320i    3387
2010    BMW    3 Series [2009-2010]    325i    3388
2010    Audi    A4 [2008-2013]    1.8 TFSI    1571
2010    Audi    A4 [2008-2013]    2.0 TFSI    1572
2010    Audi    A4 [2008-2013]    3.0 TDI quattro    1570
2010    Audi    A4 [2008-2013]    3.2 FSI quattro    1403
2011    Audi    A4 [2006-2008]    2.0 TDI Multitronic    1012
2008    Chevrolet    Captiva [2008-2012]    LT    3391
2007    Fiat    Palio D [2003-2007]    EL 1.9 PS    406
2007    Fiat    Palio D [2003-2007]    ELX 1.9    407
2004    Hyundai    Elantra [2004-2008]    CRDi    243
2004    Hyundai    Elantra [2004-2008]    CRDi Leather    244
2004    Hyundai    Elantra [2004-2008]    GLS    241
2004    Hyundai    Elantra [2004-2008]    GLS (Leather)    242
2004    Hyundai    Elantra [2004-2008]    GT Decontent    54
2009    Audi    A6 [2009-2011]    2.7 TDI    1227
2009    Audi    A6 [2009-2011]    2.8 FSI    3378
2009    Audi    A6 [2009-2011]    3.0 TDI quattro    3379
2009    Audi    A6 [2009-2011]    3.0 TFSI quattro    3380
2007    Chevrolet    Forester [2004-2007]    AWD    2
2006    Ford    Ikon [2003-2009]    1.3 Flair    414
2007    Audi    Q7 [2006-2010]    3.0 TDI quattro    3385
2007    Audi    Q7 [2006-2010]    4.2 FSI quattro    1068
2007    BMW    X5 [2007-2008]    SAV 4.4i    498
2006    Land Rover    Discovery 3    TDV6 Diesel Automatic    1586
2006    Hyundai    Accent Viva [2001-2007]    ABS    53
2006    Hyundai    Accent Viva [2001-2007]    Base    240
2006    Hyundai    Accent Viva [2001-2007]    CRDi    237
2005    Hyundai    Accent [2003-2009]    CRDi    47
2005    Hyundai    Accent [2003-2009]    GLE    239
2005    Hyundai    Accent [2003-2009]    GLS 1.6    238
2005    Hyundai    Accent [2003-2009]    GLS 1.6 ABS    48
2005    Ford    Mondeo    Duratorq DI    926
2005    Ford    Mondeo    Ghia Duratec    418
2005    Honda    Accord [2003-2007]    2.4 VTi-L AT    37
2005    Honda    Accord [2003-2007]    2.4 VTi-L MT    39
2005    Honda    Accord [2003-2007]    3.0 V6 AT    248
2006    Chevrolet    Optra SRV [2006-2010]    1.6    1018
2006    Chevrolet    Optra SRV [2006-2010]    1.6 Opt    1019
2006    Fiat    Petra D    EL 1.9 PS    621
2006    Fiat    Petra D    ELX 1.9 PS    622
2004    Fiat    Uno    Trend 1.2 AC    931
2004    Fiat    Uno    Trend 1.7 AC    932
2009    BMW    5 Series [2007-2010]    520d Sedan    1392
2009    BMW    5 Series [2007-2010]    523i Sedan    496
2009    BMW    5 Series [2007-2010]    525d Sedan    777
2009    BMW    5 Series [2007-2010]    525i Sedan    773
2009    BMW    5 Series [2007-2010]    530i Sedan    494
2009    Chevrolet    Aveo [2009-2012]    CNG 1.4    1810
2009    Chevrolet    Aveo [2009-2012]    LS 1.4    1554
2009    Chevrolet    Aveo [2009-2012]    LT 1.4    1555
2009    Chevrolet    Aveo [2009-2012]    LT 1.4 ABS    1556
2009    Chevrolet    Aveo [2009-2012]    LT 1.6    1599
2009    Chevrolet    Aveo [2009-2012]    LT 1.6 ABS    1557
2008    Audi    A8 L [2004-2011]    3.0 TDI quattro    3610
2008    Audi    A8 L [2004-2011]    4.2 FSI quattro    3615
2008    Audi    A8 L [2004-2011]    6.0 W12 quattro    1229
2008    Fiat    500    Lounge    1386
2008    Fiat    500    Sport    1387
2008    BMW    6 Series [2008-2011]    650i Convertible    789
2008    BMW    6 Series [2008-2011]    650i Coupe    788
2008    Ford    Endeavour [2007-2009]    XLT TDCi 4x2    1207
2008    Ford    Endeavour [2007-2009]    XLT TDCi 4x2 Ltd    1209
2008    Ford    Endeavour [2007-2009]    XLT TDCi 4x4    1208
2010    BMW    3 Series [2010-2012]    320d    3389
2010    BMW    3 Series [2010-2012]    320d Highline Sedan    3617
2010    BMW    3 Series [2010-2012]    320i    3152
2010    BMW    3 Series [2010-2012]    325i    3618
2010    Audi    A6 [2009-2011]    2.7 TDI    1227
2010    Audi    A6 [2009-2011]    2.8 FSI    3378
2010    Audi    A6 [2009-2011]    3.0 TDI quattro    3379
2010    Audi    A6 [2009-2011]    3.0 TFSI quattro    3380
2011    BMW    3 Series [2010-2012]    320d    3389
2011    BMW    3 Series [2010-2012]    320d Highline Sedan    3617
2011    BMW    3 Series [2010-2012]    320i    3152
2011    BMW    3 Series [2010-2012]    325i    3618
2011    BMW    3 Series [2010-2012]    330i    1850
2011    Chevrolet    Aveo [2009-2012]    CNG 1.4    1810
2011    Chevrolet    Aveo [2009-2012]    LS 1.4    1554
2011    Chevrolet    Aveo [2009-2012]    LT 1.4    1555
2011    Chevrolet    Aveo [2009-2012]    LT 1.4 ABS    1556
2011    Chevrolet    Aveo [2009-2012]    LT 1.6    1599
2011    Chevrolet    Aveo [2009-2012]    LT 1.6 ABS    1557
2006    Honda    Accord [2003-2007]    2.4 VTi-L AT    37
2006    Honda    Accord [2003-2007]    2.4 VTi-L MT    39
2006    Honda    Accord [2003-2007]    3.0 V6 AT    248
2011    Audi    A4 [2008-2013]    1.8 TFSI    1571
2011    Audi    A4 [2008-2013]    2.0 TFSI    1572
2011    Audi    A4 [2008-2013]    3.0 TDI quattro    1570
2011    Audi    A4 [2008-2013]    3.2 FSI quattro    1403
2012    Audi    A4    1.8 TFSI Multitronic Premium    2524
2012    Audi    A4    2.0 TDI (143bhp)    2523
2012    Audi    A4    3.0 TDI quattro Premium    2522
2012    Audi    A4    S4 3.0 TFSI quattro    2563
2007    Ford    Endeavour [2003-2007]    XLT 4X2    416
2007    Ford    Endeavour [2003-2007]    XLT 4X4    417
2007    Fiat    Palio NV [2005-2007]    1.2 EL    617
2007    Fiat    Palio NV [2005-2007]    1.2 EL PS    618
2007    Fiat    Palio NV [2005-2007]    1.2 ELX    619
2007    Fiat    Palio NV [2005-2007]    1.2 Sport    620
2007    Fiat    Palio NV [2005-2007]    1.6 Sport    616
2009    Audi    A8 L [2004-2011]    3.0 TDI quattro    3610
2009    Audi    A8 L [2004-2011]    4.2 FSI quattro    3615
2009    Audi    A8 L [2004-2011]    6.0 W12 quattro    1229
2004    Hyundai    Getz [2004-2007]    GL    55
2004    Hyundai    Getz [2004-2007]    GLS    220
2004    Hyundai    Getz [2004-2007]    GLS ABS    221
2007    Chevrolet    Optra [2003-2005]    1.8    844
2007    Chevrolet    Optra [2003-2005]    LS AT 1.8    845
2007    Chevrolet    Optra [2003-2005]    LT 1.8    5
2007    Chevrolet    Optra [2003-2005]    LT AT 1.8    421
2004    Maini    Reva [2003-2008]    AC    523
2004    Maini    Reva [2003-2008]    Classe    524
2004    Maini    Reva [2003-2008]    Standard    522
2004    Maruti Suzuki    800 [2000-2008]    AC BS-II    76
2004    Maruti Suzuki    800 [2000-2008]    EX 5-Speed    532
2004    Maruti Suzuki    800 [2000-2008]    EX BS-II    77
2004    Maruti Suzuki    800 [2000-2008]    Std BS-II    530
2004    Maruti Suzuki    800 [2000-2008]    Std MPFi    78
2006    Ford    Mondeo    Ghia Duratec    418
2007    Audi    TT [2007-2012]    3.2 Coupe quattro    592
2007    BMW    X5 [2008-2012]    3.0d    1396
2007    BMW    X5 [2008-2012]    4.8i    1395
2006    Mahindra    Bolero [2000-2007]    Camper    840
2006    Mahindra    Bolero [2000-2007]    Camper DX    841
2006    Mahindra    Bolero [2000-2007]    DI AC BS III    3416
2006    Mahindra    Bolero [2000-2007]    DI DX 7 Str    695
